cust_id,visit_cnt,prod_cnt,category_cnt,brand_cnt,visit_week_num,tot_8wk_spend,max_8wk_spend,tot_8wk_quantity,fresh_food_cnt,dry_grocery_cnt,apparel_cnt,hardline_cnt,electronics_cnt,family_care_cnt,spd_fresh_food,spd_dry_grocery,spd_apparel,spd_hardline,spd_electronics,spd_family_care,prod_per_visit,cat_per_visit,brand_per_visit,spd_per_visit,quan_per_visit,fresh_food_spd_pct,dry_grocery_spd_pct,apparel_spd_pct,hardline_spd_pct,electronics_spd_pct,family_care_spd_pct,cust_id1,morning,midday,evening,spd_morning,spd_midday,spd_evening,wk_1_spd,wk_2_spd,wk_3_spd,wk_4_spd,wk_5_spd,wk_6_spd,wk_7_spd,wk_8_spd,wk_1_visit,wk_2_visit,wk_3_visit,wk_4_visit,wk_5_visit,wk_6_visit,wk_7_visit,wk_8_visit,defect
200100008490124 ,2,10,9,10,1,338.5,119.8,10.77,2,4,3,1,0,0,25.6,82.3,228.6,2,0,0,4.975124378,4.47761194,4.975124378,168.4079602,5.358209183,0.075625537,0.243124289,0.675312416,0.005908245,0,0,2.001E+14,0,178.8,0,0,338.5,0,279.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100000304277323 ,1,16,12,14,1,270.5,53.7,16.92,7,0,0,2,0,6,105.5,0,0,14.8,0,149.9,15.84158416,11.88118812,13.86138614,267.821752,16.75247532,0.39000411,0,0,0.054711474,0,0.554138519,1E+14,0,0,53.7,0,0,270.5,0,0,0,0,0,0,270.5,0,0,0,0,0,0,0,1,0,1
200100006624674 ,7,25,14,16,4,2355.58,399.5,62.67,13,4,0,4,0,1,56.75,28.23,0,1498,0,23.6,3.566333809,1.997146933,2.282453638,336.0313601,8.940085875,0.024091631,0.011984259,0,0.635934142,0,0.010018722,2.001E+14,399.5,45.75,22.59,2247,70.55,38.03,16.58,0,21.45,0,2247,0,0,31.46,1,0,1,0,1,0,0,1,0
200100006853643 ,2,11,10,11,1,746.3,354,22.318,7,3,0,0,0,0,631.7,114.6,0,0,0,0,5.472636816,4.975124378,5.472636816,371.2935263,11.10348298,0.846431138,0.153555504,0,0,0,0,2.001E+14,0,195.2,354,0,205.2,541.1,0,0,0,0,0,0,541.1,0,0,0,0,0,0,0,1,0,1
200100007944822 ,2,12,11,11,1,100.2,21.84,16,1,8,0,2,0,3,12.64,55.01,0,11.18,0,21.37,5.970149254,5.472636816,5.472636816,49.85074855,7.960199005,0.126135114,0.548947207,0,0.11156571,0,0.213252169,2.001E+14,0,34.48,0,0,100.2,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200100000864358 ,4,23,15,18,3,1156.66,108.76,50.11,23,5,2,0,0,0,953.96,62.7,139.8,0,0,0,5.735660848,3.740648379,4.488778055,288.4438988,12.49625855,0.824747003,0.054207332,0.120864204,0,0,0,2.001E+14,93.02,208.66,83.21,450.72,475.44,230.5,450.72,0,0,0,230.5,0,335.64,0,1,0,0,0,1,0,1,0,0
200100007054508 ,1,5,5,5,1,80.3,56.7,6.854,1,3,0,0,0,1,13.5,10.1,0,0,0,56.7,4.95049505,4.95049505,4.95049505,79.50495352,6.786138705,0.168098611,0.12576267,0,0,0,0.706014178,2.001E+14,0,56.7,0,0,80.3,0,0,80.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200100002100518 ,2,6,6,6,1,284.8,229,6.078,2,2,0,2,0,0,18.4,27.5,0,238.9,0,0,2.985074627,2.985074627,2.985074627,141.6915362,3.023880631,0.064604481,0.096555603,0,0.838804832,0,0,2.001E+14,0,0,246.5,0,0,284.8,0,0,0,0,229,0,0,0,0,0,0,0,1,0,0,0,1
200100007646428 ,2,5,4,5,1,157.1,69,5.348,3,0,1,0,0,1,56.5,0,31.6,0,0,69,2.487562189,1.990049751,2.487562189,78.15920702,2.660696542,0.359620634,0,0.201132959,0,0,0.439182721,2.001E+14,0,95.9,0,0,157.1,0,0,0,0,0,0,100.6,0,0,0,0,0,0,0,1,0,0,0
200100003483893 ,1,2,2,2,1,18.21,10.58,1.806,2,0,0,0,0,0,18.21,0,0,0,0,0,1.98019802,1.98019802,1.98019802,18.02970206,1.788118806,0.999451153,0,0,0,0,0,2.001E+14,10.58,0,0,18.21,0,0,0,0,0,0,18.21,0,0,0,0,0,0,0,1,0,0,0,1
200100002255513 ,2,25,20,23,2,288.3,65.9,38.58,8,6,3,1,0,4,57.5,49,110.7,15.9,0,54.7,12.43781095,9.950248756,11.44278607,143.4328297,19.19403076,0.199438113,0.169955957,0.383961714,0.055148973,0,0.18972636,2.001E+14,0,0,81.7,0,0,288.3,0,0,0,77.6,0,210.7,0,0,0,0,0,1,0,1,0,0,1
