cust_id	payment_category_desc	payment_amount_share
200100009703320 	银行卡支付	0.993722536
200100008060142 	现金支付	0.498281171
200100001649580 	现金支付	0.997386304
200100008649447 	现金支付	0.995579133
200100008670035 	现金支付	0.99954219
200100008609742 	活动支付	0.014992498
200100001321256 	银行卡支付	0.996915484
200100002082482 	电子支付	0.121991333
200100003918938 	现金支付	0.325710504
200100003946169 	现金支付	0.046057022
200100008871736 	现金支付	0.250738382
200100009330212 	现金支付	0.297776688
200100006655235 	预支付卡支付	0.279879513
200100009477172 	现金支付	0.996972449
200100003939696 	现金支付	0.996585865
200100009575323 	现金支付	0.784886398
200100009983641 	银行卡支付	0.991967871
200100009511584 	现金支付	0.999431657
200100008506111 	银行卡支付	0.198075946
200100002388208 	现金支付	0.568028439
200100008029259 	银行卡支付	0.275417287
200100001975002 	银行卡支付	0.088399951
200100009268204 	银行卡支付	0.10347801
200100008992198 	现金支付	0.208720152
200100009405266 	银行卡支付	0.236782732
200100009421635 	现金支付	0.999737285
200100007626849 	电子支付	0.086430851
200100009607874 	现金支付	0.289855072
200100008879502 	现金支付	0.02700727
200100001792632 	银行卡支付	0.34167999
200100001736263 	预支付卡支付	0.523019272
200100001270725 	现金支付	0.999165066
200100004758852 	现金支付	0.667331939
200100008153223 	电子支付	0.399146749
200100008869735 	电子支付	0.762133023
200100007497082 	现金支付	0.180013428
200100009796954 	电子支付	0.633939385
200100008771841 	预支付卡支付	0.089575063
200100003954504 	现金支付	0.512425071
200100004746120 	现金支付	0.346599618
200100009476346 	现金支付	0.997649824
200100008061398 	预支付卡支付	0.042674784
200100006685794 	现金支付	0.004173024
200100005105105 	现金支付	0.877444005
200100008785581 	现金支付	0.803677935
200100009293378 	银行卡支付	0.691124746
200100006426113 	预支付卡支付	0.053472516
200100004757695 	银行卡支付	0.515126919
200100009476515 	现金支付	0.996781461
200100008791716 	银行卡支付	0.971715593
200100007413681 	现金支付	0.99928459
200100001946854 	银行卡支付	0.999613278
200100006862087 	现金支付	0.32090796
200100006769926 	现金支付	0.999341152
200100005044732 	银行卡支付	0.915025753
200100006468269 	现金支付	0.998790956
200100007934887 	银行卡支付	0.515576324
200100008431175 	银行卡支付	0.06583288
200100006860354 	现金支付	0.59388729
200100005383350 	现金支付	0.270911373
200100009644852 	银行卡支付	0.849184067
200100006713031 	银行卡支付	0.519877495
200100009918992 	现金支付	0.994692144
200100002308759 	电子支付	0.132822607
200100009420040 	预支付卡支付	0.999784215
200100001366517 	银行卡支付	0.636408309
200100009644119 	银行卡支付	0.270112611
200100009315160 	电子支付	0.474647898
200100009512147 	现金支付	0.987775062
200100008415919 	电子支付	0.055691183
200100009140078 	现金支付	0.821593691
200100009562222 	电子支付	0.214168934
200100008061102 	现金支付	0.040035586
200100006525882 	电子支付	0.129543197
200100002301747 	电子支付	0.231646942
200100008175492 	现金支付	0.181297362
200100001301554 	现金支付	0.322664765
200100001762396 	活动支付	8.09E-05
200100001940540 	电子支付	0.203993266
200100001398121 	电子支付	0.111411544
200100001437463 	电子支付	0.119109906
200100009217639 	电子支付	0.665396476
200100002107740 	现金支付	0.265578519
200100002419052 	现金支付	0.997470916
200100009331452 	现金支付	0.700185516
200100009508678 	银行卡支付	0.083111229
200100008484873 	现金支付	0.99536608
200100008390936 	电子支付	0.070606494
200100007944492 	银行卡支付	0.490292654
200100007627358 	活动支付	0.013268129
200100001393009 	银行卡支付	0.996857323
200100004733462 	现金支付	0.999599487
200100008173969 	银行卡支付	0.827539167
200100008744634 	银行卡支付	0.95631395
200100001239474 	银行卡支付	0.06688202
200100009885326 	现金支付	0.996659987
200100002381770 	预支付卡支付	0.883966192
200100003900623 	现金支付	0.446571173
200100005339260 	预支付卡支付	0.510500192
200100009257952 	现金支付	0.437966679
200100008071052 	现金支付	0.995762712
200100008057943 	银行卡支付	0.462196614
200100009260080 	银行卡支付	0.416032641
200100007588554 	现金支付	0.024901015
200100009217802 	银行卡支付	0.106198628
200100009237557 	电子支付	0.166534085
200100001776557 	现金支付	0.601691164
200100008991285 	银行卡支付	0.493196593
200100007648706 	银行卡支付	0.307242197
200100008461889 	银行卡支付	0.145134886
200100009575744 	银行卡支付	0.075542
200100009423611 	现金支付	0.999219853
200100001233828 	现金支付	0.006377777
200100009035792 	现金支付	0.998666133
200100009427400 	现金支付	0.273655438
200100009587810 	现金支付	0.573825789
200100008854416 	电子支付	0.32318611
200100002311205 	现金支付	0.999706193
200100003943499 	现金支付	0.9979197
200100008036968 	电子支付	0.041173277
200100009600010 	银行卡支付	0.211385757
200100006528198 	现金支付	0.004639459
200100002400784 	现金支付	0.998874127
200100009229605 	银行卡支付	0.219540299
200100001688068 	现金支付	0.990668708
200100008890556 	银行卡支付	0.496393686
200100003864922 	预支付卡支付	0.122516211
200100009324264 	银行卡支付	0.999150988
200100008885736 	电子支付	0.101166991
200100006537730 	银行卡支付	0.817031307
200100007846502 	现金支付	0.993364299
200100007958516 	银行卡支付	0.60779085
200100008755069 	电子支付	0.236186767
200100009427183 	银行卡支付	0.030372126
200100002126717 	现金支付	0.307977875
200100009599013 	现金支付	0.999822206
200100007443553 	电子支付	0.091007594
200100006447692 	现金支付	0.999594879
200100009946418 	现金支付	0.227389224
200100008432669 	银行卡支付	0.766868975
200100002106107 	电子支付	0.721594674
200100006853184 	银行卡支付	0.258959858
200100009957776 	现金支付	0.986577181
200100009308253 	银行卡支付	0.601669843
200100009029582 	银行卡支付	0.438743859
200100009454873 	银行卡支付	0.346497144
200100009502781 	现金支付	0.998307093
200100010004322 	银行卡支付	0.990430622
200100001812159 	银行卡支付	0.80246457
200100009014993 	银行卡支付	0.817724489
200100009831931 	现金支付	0.995368226
200100003901508 	银行卡支付	0.658811083
200100009028502 	现金支付	0.998839369
200100007570056 	现金支付	0.821099072
200100008428438 	现金支付	0.449279727
200100009016104 	现金支付	0.220498005
200100009331625 	银行卡支付	0.100871976
200100007604973 	电子支付	0.06849405
200100009378988 	现金支付	0.923307004
200100002257527 	现金支付	0.997582205
200100008807683 	银行卡支付	0.988738739
200100008803498 	现金支付	0.466362997
200100009635103 	现金支付	0.870250312
200100009297575 	现金支付	0.246340843
200100008793530 	银行卡支付	0.181758951
200100008219958 	电子支付	0.015613742
200100010037206 	银行卡支付	0.710080921
200100005100734 	现金支付	0.775403464
200100002137568 	现金支付	0.041199416
200100009974814 	银行卡支付	0.878697003
200100009269165 	现金支付	0.884837737
200100009503549 	现金支付	0.998924384
200100006771741 	活动支付	0.016442453
200100001392145 	银行卡支付	0.651419894
200100002388114 	现金支付	0.421614775
200100002448381 	现金支付	0.985815603
200100001429448 	银行卡支付	0.132622856
200100006890747 	现金支付	0.822516837
200100005330475 	现金支付	0.985294118
200100004748309 	现金支付	0.900797439
200100008630356 	银行卡支付	0.236026389
200100008203444 	银行卡支付	0.204601886
200100009395140 	现金支付	0.995803609
200100006778184 	现金支付	0.997493169
200100005328250 	银行卡支付	0.44411999
200100001440263 	预支付卡支付	0.033341645
200100002156361 	银行卡支付	0.11348408
200100009477705 	现金支付	0.995934959
200100005348347 	电子支付	0.243158883
200100009914076 	现金支付	0.771381595
200100002258322 	银行卡支付	0.996195549
200100003861112 	活动支付	0.000370165
200100005363962 	现金支付	0.336326975
200100009587139 	银行卡支付	0.762131288
200100009914094 	银行卡支付	0.997681428
200100005339623 	现金支付	0.825917039
200100002030068 	现金支付	0.502869713
200100001678420 	现金支付	0.763887276
200100009436619 	现金支付	0.999023342
200100008017243 	现金支付	0.782379011
200100004754631 	现金支付	0.294686922
200100006767352 	活动支付	0.133111481
200100008634046 	现金支付	0.99828391
200100009952077 	银行卡支付	0.042121821
200100009552741 	现金支付	0.998238878
200100001368345 	现金支付	0.129292516
200100007893609 	现金支付	0.798858799
200100007614699 	现金支付	0.562048164
200100004802089 	现金支付	0.974358974
200100007447608 	银行卡支付	0.563550682
200100001742077 	现金支付	0.808896203
200100002117373 	电子支付	0.254409734
200100008796760 	现金支付	0.109309751
200100007574609 	银行卡支付	0.344648851
200100009521634 	现金支付	0.593182344
200100006483830 	电子支付	0.813892799
200100008056885 	现金支付	0.999698625
200100008801131 	预支付卡支付	0.994850669
200100009263181 	现金支付	0.999488648
200100002095105 	电子支付	0.766527443
200100007468362 	现金支付	0.895170379
200100005327583 	现金支付	0.310135919
200100008464535 	银行卡支付	0.483367382
200100007987353 	现金支付	0.006627356
200100009432060 	现金支付	0.999148291
200100009401693 	银行卡支付	0.237267066
200100009119925 	现金支付	0.991349481
200100001952812 	现金支付	0.997786631
200100002378655 	银行卡支付	0.497814053
200100006762438 	现金支付	0.995728321
200100006524760 	银行卡支付	0.992395437
200100009381281 	现金支付	0.998931738
200100001298254 	现金支付	0.003235199
200100002255905 	银行卡支付	0.997920133
200100001789647 	预支付卡支付	0.252962941
200100007631559 	现金支付	0.021969168
200100009305429 	银行卡支付	0.213786728
200100007607091 	银行卡支付	0.75583761
200100002278122 	预支付卡支付	0.042501506
200100008126846 	现金支付	0.897130229
200100006849022 	现金支付	0.993765586
200100008835971 	现金支付	0.718885624
200100008656302 	现金支付	0.553190253
200100007611034 	预支付卡支付	0.03098042
200100007815445 	活动支付	0.000406433
200100003866566 	现金支付	0.880222525
200100009633278 	现金支付	0.995646495
200100002423419 	银行卡支付	0.830292002
200100008793066 	银行卡支付	0.706618583
200100008034212 	现金支付	0.712303167
200100008818462 	现金支付	0.998208206
200100008831396 	现金支付	0.999805316
200100006813780 	现金支付	0.395227154
200100006514757 	现金支付	0.950557402
200100005456870 	银行卡支付	0.892685627
200100009231388 	现金支付	0.998299031
200100005437284 	银行卡支付	0.057702928
200100008042656 	预支付卡支付	0.133281357
200100008491087 	银行卡支付	0.41963016
200100007511055 	现金支付	0.920508835
200100009629514 	现金支付	0.586958894
200100009462489 	现金支付	0.995938261
200100004661325 	银行卡支付	0.513810493
200100009401646 	银行卡支付	0.473916563
200100005388130 	银行卡支付	0.344061955
200100004796205 	现金支付	0.247724971
200100009547566 	电子支付	0.209733538
200100008773063 	现金支付	0.254503891
200100008836500 	银行卡支付	0.779814662
200100001241603 	现金支付	0.419051762
200100009573476 	银行卡支付	0.047803778
200100001372260 	银行卡支付	0.246173367
200100001673737 	预支付卡支付	0.072866222
200100009574149 	银行卡支付	0.499655219
200100005046001 	银行卡支付	0.350929947
200100008807652 	银行卡支付	0.124950578
200100008805945 	现金支付	0.251384552
200100008149586 	电子支付	0.954792045
200100008595145 	银行卡支付	0.145642193
200100008828793 	电子支付	0.095778902
200100006512456 	银行卡支付	0.392993631
200100009029774 	银行卡支付	0.878446399
200100006745170 	电子支付	0.09944291
200100001320236 	现金支付	0.99537037
200100008465272 	电子支付	0.203806612
200100009110002 	电子支付	0.55089801
200100009421880 	银行卡支付	0.568918224
200100008074274 	银行卡支付	0.413943356
200100001401820 	银行卡支付	0.235166806
200100009486031 	现金支付	0.996916436
200100008888741 	现金支付	0.44154718
200100005336004 	银行卡支付	0.205951624
200100008500838 	现金支付	0.400404453
200100009212238 	现金支付	0.296700073
200100007531786 	现金支付	0.973474802
200100009764975 	现金支付	0.249285993
200100008773771 	电子支付	0.273153146
200100001983774 	电子支付	0.067316741
200100002105155 	现金支付	0.871753368
200100001938839 	电子支付	0.295370801
200100009501384 	预支付卡支付	0.795733755
200100002118610 	银行卡支付	0.169216922
200100001786900 	银行卡支付	0.336012623
200100009001254 	现金支付	0.486973993
200100005334820 	现金支付	0.998394606
200100003938293 	现金支付	0.00765355
200100008774948 	现金支付	0.693172094
200100008426736 	银行卡支付	0.82635861
200100001787550 	现金支付	0.209203158
200100008490418 	银行卡支付	0.385377962
200100007943117 	银行卡支付	0.993103607
200100001640367 	现金支付	0.078172638
200100005326290 	现金支付	0.190129001
200100001662486 	电子支付	0.058841651
200100005444258 	现金支付	0.936548161
200100007631573 	银行卡支付	0.572200334
200100008056914 	银行卡支付	0.277872209
200100005416549 	银行卡支付	0.252797083
200100001409899 	银行卡支付	0.046727783
200100008996830 	现金支付	0.698388701
200100006529137 	电子支付	0.054305972
200100010066264 	电子支付	0.995136187
200100002434529 	银行卡支付	0.159191153
200100009327481 	现金支付	0.9958159
200100009412083 	银行卡支付	0.983867965
200100003928777 	活动支付	0.01491202
200100005387113 	现金支付	0.306682795
200100001951354 	电子支付	0.054990245
200100009206034 	电子支付	0.229541458
200100008060980 	现金支付	0.03681666
200100002292672 	银行卡支付	0.995929647
200100002090711 	银行卡支付	0.81605184
200100007447748 	现金支付	0.488490278
200100006845100 	现金支付	0.557387714
200100006514162 	现金支付	0.999029691
200100002136778 	银行卡支付	0.752726697
200100005365015 	银行卡支付	0.494996536
200100005081496 	银行卡支付	0.059164526
200100002040209 	电子支付	0.022463801
200100005399276 	现金支付	0.892557475
200100009315346 	现金支付	0.22077096
200100005095413 	现金支付	0.367834395
200100009474191 	现金支付	0.996695307
200100009587491 	银行卡支付	0.592477069
200100002087546 	预支付卡支付	0.231431643
200100009211001 	现金支付	0.920467061
200100005470282 	现金支付	0.998368945
200100005396381 	银行卡支付	0.933756777
200100007516490 	现金支付	0.829639867
200100003848580 	现金支付	0.425450998
200100009954230 	现金支付	0.991258741
200100002251657 	银行卡支付	0.996765847
200100008607196 	银行卡支付	0.062019117
200100009167329 	现金支付	0.999568333
200100009432887 	现金支付	0.989969909
200100009484846 	现金支付	0.500961101
200100009403532 	电子支付	0.025618274
200100009530370 	现金支付	0.999585079
200100008895252 	现金支付	0.99840179
200100008212666 	银行卡支付	0.373414706
200100002090483 	现金支付	0.477120655
200100009213077 	现金支付	0.016883117
200100009479438 	电子支付	0.295060668
200100009392140 	现金支付	0.980079682
200100007432073 	现金支付	0.999080713
200100001716394 	现金支付	0.096094466
200100002138520 	现金支付	0.894111636
200100004789551 	现金支付	0.769680468
200100004756688 	现金支付	0.997005988
200100009433444 	现金支付	0.346512914
200100009532566 	银行卡支付	0.201914712
200100009386173 	现金支付	0.480803746
200100006406869 	银行卡支付	0.29803664
200100009463173 	电子支付	0.013967676
200100002426897 	现金支付	0.43576655
200100005089393 	预支付卡支付	0.309906538
200100010016558 	电子支付	0.310016425
200100009327718 	现金支付	0.288339016
200100005113350 	银行卡支付	0.603690005
200100007617905 	现金支付	0.470853198
200100007753875 	现金支付	0.99985159
200100008027036 	现金支付	0.943641106
200100007508373 	电子支付	0.192513919
200100002398553 	现金支付	0.995427526
200100003925538 	现金支付	0.587175566
200100005367456 	现金支付	0.009195402
200100007501156 	银行卡支付	0.493539111
200100005107858 	银行卡支付	0.998493068
